_id,Currency,Date,Open,High,Low,Close,Volume,Market Cap
ObjectId("5e5a946645e7ef32842370f4"),bitcoin,21/09/2019,"10,183.65","10,188.10","10,000.71"
ObjectId("5e5a946645e7ef32842370fd"),bitcoin,12/09/2019,"10,176.82","10,442.25","10,099.24"
ObjectId("5e5a946645e7ef328423710f"),bitcoin,25/08/2019,"10,160.74","10,304.62","10,008.79"
ObjectId("5e5a946645e7ef3284237112"),bitcoin,22/08/2019,"10,142.52","10,233.00","9,831.46"
ObjectId("5e5a946645e7ef3284237111"),bitcoin,23/08/2019,"10,136.31","10,442.44","10,078.19"
ObjectId("5e5a946645e7ef328423733a"),bitcoin,16/02/2018,"10,135.70","10,324.10","9,824.82"
ObjectId("5e5a946645e7ef328423710e"),bitcoin,26/08/2019,"10,126.30","10,512.33","10,126.30"
ObjectId("5e5a946645e7ef32842370fe"),bitcoin,11/09/2019,"10,123.03","10,215.95","9,980.78"
ObjectId("5e5a946645e7ef328423734a"),bitcoin,31/01/2018,"10,108.20","10,381.60","9,777.42"
ObjectId("5e5a946645e7ef3284237127"),bitcoin,01/08/2019,"10,077.44","10,446.92","9,922.02"
ObjectId("5e5a946645e7ef32842370f2"),bitcoin,23/09/2019,"10,067.96","10,074.24","9,727.14"
ObjectId("5e5a946645e7ef3284237119"),bitcoin,15/08/2019,"10,038.42","10,437.41","9,675.32"
ObjectId("5e5a946645e7ef32842370f3"),bitcoin,22/09/2019,"10,024.12","10,074.44","9,922.53"
ObjectId("5e5a946645e7ef3284237141"),bitcoin,06/07/2019,"10,982.54","11,620.97","10,982.54"
ObjectId("5e5a946645e7ef3284237386"),bitcoin,02/12/2017,"10,978.30","11,320.20","10,905.10"
ObjectId("5e5a946645e7ef328423732c"),bitcoin,02/03/2018,"10,977.40","11,189.00","10,850.10"
ObjectId("5e5a946645e7ef3284237123"),bitcoin,05/08/2019,"10,960.74","11,895.09","10,960.74"
ObjectId("5e5a946645e7ef3284237120"),bitcoin,08/08/2019,"11,954.04","11,979.42","11,556.17"
ObjectId("5e5a946645e7ef328423711f"),bitcoin,09/08/2019,"11,953.47","11,970.46","11,709.75"
ObjectId("5e5a946645e7ef3284237352"),bitcoin,23/01/2018,"10,944.50","11,377.60","10,129.70"
ObjectId("5e5a946645e7ef3284237351"),bitcoin,24/01/2018,"10,903.40","11,501.40","10,639.80"
ObjectId("5e5a946645e7ef328423711e"),bitcoin,10/08/2019,"11,861.56","11,915.66","11,323.90"
ObjectId("5e5a946645e7ef328423714d"),bitcoin,24/06/2019,"10,853.74","11,065.90","10,610.43"
ObjectId("5e5a946645e7ef3284237124"),bitcoin,04/08/2019,"10,821.63","11,009.21","10,620.28"
ObjectId("5e5a946645e7ef3284237144"),bitcoin,03/07/2019,"10,818.16","11,968.08","10,818.16"
ObjectId("5e5a946645e7ef328423713a"),bitcoin,13/07/2019,"11,813.13","11,841.96","10,908.48"
ObjectId("5e5a946645e7ef3284237146"),bitcoin,01/07/2019,"10,796.93","11,206.44","10,089.31"
ObjectId("5e5a946645e7ef328423734c"),bitcoin,29/01/2018,"11,755.50","11,875.60","11,179.20"
ObjectId("5e5a946645e7ef328423714e"),bitcoin,23/06/2019,"10,696.69","11,246.14","10,556.10"
ObjectId("5e5a946645e7ef328423732e"),bitcoin,28/02/2018,"10,687.20","11,089.80","10,393.10"
ObjectId("5e5a946645e7ef3284237334"),bitcoin,22/02/2018,"10,660.40","11,039.10","9,939.09"
ObjectId("5e5a946645e7ef3284237353"),bitcoin,22/01/2018,"11,633.10","11,966.40","10,240.20"
ObjectId("5e5a946645e7ef3284237337"),bitcoin,19/02/2018,"10,552.60","11,273.80","10,513.20"
